idx,mode,decision,prob,explanation,factors,top_features,asp_pass,violations,violation_count
148,rag,approve,0.7039299361140078,"Your loan application has been approved with a probability score of 0.704, indicating a favorable assessment of your creditworthiness. Key factors influencing this decision include your existing credit history, which shows that you have paid your previous credits duly, and a low debt-to-income ratio, suggesting a manageable financial burden. However, factors like your low checking account balance and short employment tenure slightly decreased your approval likelihood.

In line with GDPR Article 22, this decision was made transparently, allowing you to understand the main factors involved. Additionally, the assessment aligns with Basel III principles by considering your repayment capacity and risk profile. If you have any questions or wish to discuss this decision further, you have the right to request human intervention.","[""age"", ""credit_amount"", ""credit_history"", ""debt"", ""duration"", ""income"", ""ord__checking_status"", ""ord__employment""]","[[""ord__checking_status"", -0.056424536055155884], [""num__duration"", 0.03950328364407122], [""num__age"", -0.03129112019088485], [""ord__employment"", -0.024751301877564358], [""num__credit_amount"", 0.02041820161417571]]",True,[],0
93,rag,approve,0.7476257507779084,"Your application for credit has been approved with a probability score of 0.748. Key factors that positively influenced this decision include your checking status (no checking account), which contributed positively, and the short loan duration, which also supported approval. However, the purpose of the loan (education) and the very high credit amount slightly decreased your approval likelihood. 

In line with GDPR Article 22, this decision was made transparently, considering your financial profile, including a low debt-to-income ratio and a good credit history. We ensure compliance with MiFID II and Basel III principles by assessing your risk profile and maintaining sufficient capital against potential credit risks.","[""credit_amount"", ""credit_history"", ""debt"", ""duration"", ""income"", ""ord__checking_status"", ""property_a"", ""purpose_a""]","[[""ord__checking_status"", 0.11465140311993262], [""cat__purpose_A46"", -0.06499011210063314], [""num__duration"", 0.04164329461374431], [""cat__property_A124"", -0.03567645035604147], [""num__credit_amount"", 0.027250343857447536]]",True,[],0
65,rag,approve,0.8729182789942455,"Your credit application has been approved with a high probability score of 0.873. Key factors that positively influenced this decision include your checking status (no checking account) and the purpose of the loan (for a new car), which contributed significantly to the approval likelihood. However, your employment status (unemployed) and high debt-to-income ratio raised some concerns, slightly decreasing your approval score. 

This decision aligns with GDPR requirements for transparency, as we have disclosed the main factors influencing your application. It also adheres to Basel III principles by considering your risk profile, ensuring that the decision-making process is prudent and documented. If you have any questions or wish to discuss this decision further, you have the right to request human intervention.","[""credit_amount"", ""debt"", ""income"", ""ord__checking_status"", ""ord__employment"", ""ord__savings_status"", ""property_a""]","[[""ord__checking_status"", 0.10155711233169842], [""ord__savings_status"", 0.0461090088956091], [""cat__property_A124"", -0.03453005004412177], [""ord__employment"", -0.03388309127886714], [""num__credit_amount"", 0.03227876114064369]]",False,"[""violation(missing_required(credit_history))""]",1
60,rag,approve,0.6091222489635537,"Your loan application has been approved with a probability score of 0.609. Key factors influencing this decision include your long employment tenure and a history of paying existing credits on time, which positively impacted your approval likelihood. However, your low checking and savings account balances, along with a very high debt-to-income ratio, slightly decreased your chances. 

In line with GDPR Article 22, we ensure transparency in our decision-making process, allowing you to understand how your data influenced this outcome. Additionally, we adhere to Basel III principles by considering your risk profile, ensuring that our decision supports responsible lending practices.","[""credit_history"", ""credit_history_a"", ""debt"", ""duration"", ""income"", ""ord__checking_status"", ""ord__savings_status"", ""purpose_a""]","[[""cat__purpose_A46"", -0.05423375539889076], [""ord__checking_status"", -0.052574001899], [""num__duration"", 0.045667807405238896], [""ord__savings_status"", -0.031196925651232412], [""cat__credit_history_A34"", -0.027357099632742698]]",True,[],0
84,rag,approve,0.5780254619390245,"Your credit application has been approved with a probability score of 0.578. Key factors influencing this decision include a critical credit history, which positively contributed to your approval likelihood, while factors such as a negative checking account balance and high debt-to-income ratio decreased it. Compliance with GDPR Article 22 ensures that you have the right to contest this decision and seek human intervention if needed. Additionally, transparency under MiFID II mandates that you are informed about the main factors affecting this decision, ensuring fairness in access to financial services.","[""credit_history"", ""credit_history_a"", ""debt"", ""income"", ""ord__checking_status"", ""other_installment_plans_a"", ""purpose_a""]","[[""ord__checking_status"", -0.06279534752477631], [""cat__other_installment_plans_A143"", -0.055221232308886155], [""cat__purpose_A40"", -0.05073520055754752], [""cat__credit_history_A34"", 0.043044994286018205], [""cat__other_installment_plans_A141"", -0.039581730955403016]]",True,[],0
67,rag,approve,0.9489330620667016,"Your credit application has been approved with a high probability score of 0.949. Key factors contributing to this decision include your short-term loan duration, existing credit history with timely payments, and the purpose of the loan for purchasing a radio or TV. However, a low balance in your checking account and a very high credit amount slightly decreased your approval likelihood. 

In line with GDPR Article 22, we ensure transparency in our decision-making process, allowing you to understand the factors influencing your application. Additionally, we adhere to Basel III principles by considering your repayment capacity and risk profile, ensuring responsible lending practices.","[""credit_amount"", ""credit_history"", ""debt"", ""duration"", ""income"", ""ord__checking_status"", ""other_debtors_a"", ""purpose_a""]","[[""num__duration"", 0.07437622397907208], [""cat__other_debtors_A103"", 0.04170349871523662], [""num__credit_amount"", 0.03554614118989977], [""ord__checking_status"", -0.03256637622803561], [""cat__purpose_A43"", 0.020522791601344268]]",True,[],0
125,rag,approve,0.574522021831144,"Your credit application has been approved with a probability score of 0.575. Key factors influencing this decision include a low checking account balance and unemployment, which slightly decreased your approval likelihood. However, having a medium savings status and a low debt-to-income ratio positively impacted your score. 

In line with GDPR Article 22, this decision was made transparently, considering your financial profile, and you have the right to contest it if you wish. Additionally, we have adhered to Basel III principles by assessing your risk profile and ensuring that the decision reflects your repayment capacity.","[""credit_history"", ""debt"", ""income"", ""installment_rate"", ""ord__checking_status"", ""ord__employment"", ""ord__savings_status"", ""property_a""]","[[""ord__checking_status"", -0.06359624137975527], [""ord__savings_status"", 0.056113334871773196], [""ord__employment"", -0.045990177344700636], [""cat__property_A124"", -0.04374431533478866], [""num__installment_rate"", 0.03902506550023215]]",True,[],0
132,rag,approve,0.9243630075335875,"Your credit application has been approved with a high probability score of 0.924. Key factors contributing to this decision include your long employment tenure and the absence of a checking account, which positively influenced your approval likelihood. However, your very high debt-to-income ratio and low savings status slightly decreased it. 

In line with GDPR Article 22, this decision was made transparently, considering your individual data. We ensure compliance with MiFID II by clearly communicating the factors influencing this decision, and we adhere to Basel III principles by assessing your risk profile and repayment capacity. If you have any questions or wish to discuss this decision further, you have the right to request human intervention.","[""credit_amount"", ""credit_history"", ""credit_history_a"", ""debt"", ""income"", ""ord__checking_status"", ""ord__employment"", ""ord__savings_status""]","[[""ord__checking_status"", 0.11684981581958769], [""cat__credit_history_A34"", 0.04193148961931481], [""num__credit_amount"", -0.02589830485143808], [""ord__employment"", 0.019694192529942384], [""ord__savings_status"", -0.017802754461955988]]",True,[],0
9,rag,approve,0.7481214953787391,"Your credit application has been approved with a probability score of 0.748, indicating a favorable assessment. Key factors that positively influenced this decision include your lack of a checking account, which suggests a straightforward financial profile, and your credit history, showing all credits paid duly at this bank. However, factors like your very high debt-to-income ratio and low savings status slightly decreased your approval likelihood, reflecting some risk. 

In line with GDPR Article 22, we ensure transparency by disclosing these factors that contributed to the decision. Additionally, we adhere to Basel III principles by considering your repayment capacity and overall risk profile. If you have any questions or wish to discuss this decision further, you have the right to request human intervention.","[""credit_history"", ""credit_history_a"", ""debt"", ""income"", ""ord__checking_status"", ""other_installment_plans_a"", ""purpose_a""]","[[""ord__checking_status"", 0.09880435734393529], [""cat__credit_history_A31"", -0.04302083599637809], [""cat__other_installment_plans_A143"", -0.04280235687056394], [""cat__other_installment_plans_A141"", -0.03816789808086641], [""cat__purpose_A43"", 0.03284589792751226]]",True,[],0
18,rag,approve,0.8436269878409228,"Your credit application has been approved with a high probability score of 0.844. Key factors that positively influenced this decision include your long employment tenure and the absence of a checking account, which suggests stability. However, your very high debt-to-income ratio and existing installment plans slightly decreased your approval likelihood. 

In line with GDPR Article 22, this decision was made transparently, considering your financial profile, and you have the right to contest it if needed. Additionally, the assessment adhered to Basel III principles by evaluating your risk profile, ensuring that the decision supports responsible lending practices.","[""credit_amount"", ""debt"", ""income"", ""ord__checking_status"", ""ord__employment"", ""ord__savings_status"", ""other_installment_plans_a""]","[[""ord__checking_status"", 0.10514809430674199], [""ord__savings_status"", 0.05506868258965701], [""cat__other_installment_plans_A143"", -0.04745387477073922], [""num__credit_amount"", -0.026848678933058777], [""ord__employment"", 0.01760924388981201]]",False,"[""violation(missing_required(credit_history))""]",1
55,rag,approve,0.7897850864602415,"Your loan application has been approved with a probability score of 0.790, indicating a strong likelihood of repayment. Key factors influencing this decision include your lack of a checking account and the purpose of the loan for purchasing a radio or TV, which positively contributed to your approval. However, your unemployment status and a history of delayed payments slightly decreased your approval likelihood. 

In line with GDPR Article 22, this decision was made transparently, considering your individual data, and you have the right to contest it if you wish. Additionally, we have adhered to MiFID II and Basel III principles by ensuring that the decision reflects a careful assessment of your risk profile and repayment capacity.","[""credit_history"", ""credit_history_a"", ""income"", ""ord__checking_status"", ""ord__employment"", ""ord__savings_status"", ""purpose_a""]","[[""ord__checking_status"", 0.11372895550409856], [""ord__employment"", -0.06239318227604097], [""cat__credit_history_A33"", -0.024809886539563324], [""ord__savings_status"", -0.023052712668057113], [""cat__purpose_A43"", 0.021046522023884646]]",False,"[""violation(missing_required(debt))""]",1
75,rag,approve,0.5077755871206426,"Your credit application has been approved with a probability score of 0.508. Key factors influencing this decision include a negative checking account balance and a high debt-to-income ratio, which slightly decreased your approval likelihood. However, your positive credit history with this bank and your employment in a highly qualified management position contributed positively to the decision. 

In line with GDPR Article 22, this decision was made transparently, and you have the right to contest it or seek further clarification. Additionally, we have adhered to MiFID II principles by ensuring that the decision process was fair and clear, and we have documented the factors considered to support compliance and risk management under Basel III.","[""credit_history"", ""credit_history_a"", ""debt"", ""income"", ""ord__checking_status"", ""ord__savings_status"", ""other_debtors_a"", ""property_a"", ""transparency""]","[[""ord__checking_status"", -0.08045507955039839], [""cat__credit_history_A31"", -0.048124761481310493], [""cat__property_A124"", -0.04245228799967318], [""cat__other_debtors_A102"", -0.02980663801535981], [""ord__savings_status"", -0.02788018158916794]]",True,[],0
150,rag,reject,0.45981949471605804,"Your application for credit has been rejected due to several key risk factors. The main reasons include a negative checking account status and a very high debt-to-income ratio, which indicate a higher likelihood of default. Additionally, your low savings status and the absence of a guarantor further contributed to this decision. 

In compliance with GDPR Article 22, we ensure transparency in our decision-making process by highlighting these factors. This decision reflects a careful assessment of your financial profile, aligning with Basel III principles on risk management and MiFID II requirements for clear communication. If you have questions or wish to discuss this decision further, please reach out for assistance.","[""age"", ""debt"", ""income"", ""ord__checking_status"", ""ord__savings_status"", ""other_installment_plans_a"", ""purpose_a"", ""transparency""]","[[""ord__checking_status"", -0.10713875565683752], [""cat__purpose_A43"", 0.03967447704022502], [""cat__other_installment_plans_A143"", -0.03534499616154641], [""ord__savings_status"", -0.027385002017342355], [""num__age"", -0.025257974705870455]]",False,"[""violation(missing_required(credit_history))""]",1
104,rag,approve,0.8533848160516516,"Your credit application has been approved with a high probability score of 0.853. Key factors influencing this decision include your checking status, which positively contributed to the approval likelihood, and your credit history, which, despite being critical, still supported your application. However, the very high credit amount requested slightly decreased the approval likelihood. 

In line with GDPR Article 22, this decision was made transparently, considering your profile and financial situation. We ensure compliance with MiFID II by clearly disclosing the factors that influenced this decision, and we remain committed to responsible risk management as outlined in Basel III principles.","[""age"", ""credit_amount"", ""credit_history"", ""credit_history_a"", ""debt"", ""income"", ""ord__checking_status"", ""purpose_a""]","[[""ord__checking_status"", 0.09479530681971653], [""num__credit_amount"", -0.06181404050161612], [""cat__credit_history_A34"", 0.04109137346427028], [""num__age"", 0.02890547808575313], [""cat__purpose_A40"", -0.02288241351266795]]",True,[],0
135,rag,reject,0.49647598506002943,"Your application for credit has been rejected due to a probability score of 0.496, indicating a high risk of default. Key factors influencing this decision include your low checking account balance and high debt-to-income ratio, which suggest financial strain. Additionally, while you have a good credit history, the very high credit amount requested and your young age contributed negatively to your approval likelihood. 

In line with GDPR Article 22, you have the right to contest this decision and seek human intervention. Transparency in the decision-making process is maintained, as we have disclosed the main factors that impacted your application.","[""age"", ""credit_amount"", ""credit_history"", ""debt"", ""income"", ""ord__checking_status"", ""ord__savings_status"", ""purpose_a""]","[[""cat__purpose_A40"", -0.0708681614869523], [""ord__checking_status"", -0.05491941424764413], [""num__age"", -0.04937089919087311], [""ord__savings_status"", 0.041276147445762836], [""num__credit_amount"", -0.03146134838459092]]",True,[],0
137,rag,approve,0.6054354237202365,"Your loan application has been approved with a probability score of 0.605. Key factors influencing this decision include your existing credit history, which is positive, and your age, which slightly supports your application. However, factors such as your long-term loan duration and high debt-to-income ratio raised concerns about risk. 

In compliance with GDPR Article 22, we ensure transparency in our decision-making process, allowing you to understand the main factors that influenced this outcome. Additionally, we adhere to MiFID II principles by providing clear communication about how your profile was assessed.","[""age"", ""credit_history"", ""debt"", ""duration"", ""income"", ""ord__checking_status"", ""ord__savings_status"", ""property_a"", ""transparency""]","[[""num__duration"", -0.09508179384611094], [""ord__savings_status"", 0.08384856362358556], [""ord__checking_status"", -0.040356618370179335], [""num__age"", 0.020514056364556006], [""cat__property_A124"", -0.019681643141751436]]",True,[],0
164,rag,reject,0.3574678340949778,"Your credit application has been rejected based on a probability score of 0.357, indicating a higher risk of default. Key factors that contributed to this decision include a negative checking account status, a very high debt-to-income ratio, and low savings, which suggest financial instability. Additionally, your credit history shows no previous credits or all credits paid back duly, which, while positive, was not sufficient to outweigh the other risks. 

In compliance with GDPR Article 22, we ensure that you have the right to contest this decision and seek human intervention. Transparency is maintained as we disclose the main factors influencing our decision, aligning with MiFID II principles.","[""credit_history"", ""credit_history_a"", ""debt"", ""income"", ""ord__checking_status"", ""ord__savings_status"", ""other_installment_plans_a"", ""purpose_a""]","[[""ord__checking_status"", -0.10925243918168276], [""cat__purpose_A40"", -0.04988182943423778], [""cat__credit_history_A30"", -0.040800490027414545], [""cat__other_installment_plans_A143"", -0.035271642828148576], [""ord__savings_status"", -0.031242731322250566]]",True,[],0
76,rag,reject,0.46986068805921755,"Your application for credit has been rejected based on a score of 0.470, indicating a higher risk of default. Key factors influencing this decision include your high debt-to-income ratio, which suggests a significant financial burden, and the absence of a guarantor, which increases perceived risk. While your savings status is strong, the overall profile, including a short employment tenure and a very high credit amount requested, contributed to the negative outcome. 

This decision aligns with GDPR Article 22, ensuring transparency in automated decisions, and reflects Basel III principles by considering your risk profile and repayment capacity. You have the right to contest this decision and seek further clarification.","[""credit_history"", ""credit_history_a"", ""debt"", ""duration"", ""income"", ""ord__checking_status"", ""ord__savings_status"", ""purpose_a""]","[[""ord__savings_status"", 0.07052159006488938], [""ord__checking_status"", -0.051220367328308765], [""num__duration"", 0.05102305255238218], [""cat__credit_history_A31"", -0.0476384557216352], [""cat__purpose_A46"", -0.03280959481795283]]",True,[],0
79,rag,approve,0.5726867976662732,"Your credit application has been approved with a probability score of 0.573. Key factors influencing this decision include your checking account status, which showed a negative balance, and your credit history, where you have no outstanding debts but also very low savings. Your age and employment status slightly improved your approval likelihood, despite being unemployed. 

In line with GDPR Article 22, this decision was made transparently, considering your financial profile and ensuring you have the right to contest it. Additionally, Basel III principles were observed, as the decision reflects an assessment of your risk profile, including your moderate debt-to-income ratio.","[""age"", ""credit_history"", ""credit_history_a"", ""debt"", ""income"", ""ord__checking_status"", ""ord__employment"", ""ord__savings_status""]","[[""ord__checking_status"", -0.0673682527024761], [""cat__credit_history_A30"", -0.050872289178234414], [""ord__savings_status"", -0.03158935926671803], [""num__age"", 0.026348086834179947], [""ord__employment"", -0.024242152182212016]]",True,[],0
197,rag,approve,0.7238339496544521,"Your application for credit has been approved with a probability score of 0.724, indicating a favorable assessment of your financial situation. Key factors that positively influenced this decision include your high savings status and the purpose of the loan being for a used car, which is generally viewed as a reasonable investment. However, your checking account status, which shows a low balance, and the very high credit amount requested slightly decreased your approval likelihood.

In line with GDPR Article 22, we ensure transparency in our decision-making process, allowing you to understand the factors that influenced this outcome. Additionally, we adhere to Basel III principles by considering your risk profile, including your moderate debt-to-income ratio and existing credit history, to maintain responsible lending practices.","[""credit_amount"", ""credit_history"", ""debt"", ""income"", ""ord__checking_status"", ""ord__savings_status"", ""property_a"", ""purpose_a""]","[[""ord__savings_status"", 0.06027965368796869], [""cat__purpose_A41"", 0.059675426991874184], [""ord__checking_status"", -0.0578958697699373], [""cat__property_A124"", -0.047031159500357064], [""num__credit_amount"", -0.04627919057526336]]",True,[],0
38,rag,approve,0.9306837728863305,"Your credit application has been approved with a high probability score of 0.931. Key factors influencing this decision include your long employment tenure and existing credit history, which suggest stability and reliability. However, your low checking account balance and very high debt-to-income ratio slightly decreased your approval likelihood. 

In line with GDPR Article 22, we ensure transparency in our decision-making process, allowing you to understand how your data influenced this outcome. Additionally, we adhere to Basel III principles by considering your risk profile, ensuring that our decision supports responsible lending practices.","[""age"", ""credit_amount"", ""credit_history"", ""credit_history_a"", ""debt"", ""income"", ""ord__checking_status"", ""ord__savings_status""]","[[""ord__checking_status"", -0.0371928802640445], [""ord__savings_status"", 0.03128243975732675], [""num__age"", 0.029754007192906107], [""cat__credit_history_A34"", 0.028531223186585377], [""num__credit_amount"", 0.022460705323669374]]",True,[],0
24,rag,approve,0.7740514387008997,"Your loan application has been approved with a probability score of 0.774. Key factors influencing this decision include your checking status (no checking account), which slightly increased the likelihood of approval, and your short loan duration and existing credit history, which also contributed positively. However, the purpose of the loan (for a new car) and your very high credit amount slightly decreased the approval likelihood. 

In compliance with GDPR Article 22, we ensure transparency in our decision-making process, allowing you to understand the factors that influenced this outcome. Additionally, we adhere to MiFID II principles by providing clear and fair communication regarding your application.","[""credit_amount"", ""credit_history"", ""debt"", ""duration"", ""income"", ""installment_rate"", ""ord__checking_status"", ""purpose_a"", ""transparency""]","[[""ord__checking_status"", 0.07470881995932674], [""num__duration"", 0.04800101381557643], [""cat__purpose_A40"", -0.0459157397299969], [""num__credit_amount"", 0.03175464237879205], [""num__installment_rate"", 0.0182924546481236]]",True,[],0
122,rag,approve,0.911135675213416,"Your credit application has been approved with a high probability score of 0.911. Key factors influencing this decision include your long employment tenure and existing credit history, which show you have paid your previous credits duly. However, the very high credit amount requested and your very high debt-to-income ratio slightly decreased your approval likelihood. 

In line with GDPR Article 22, you have the right to contest this decision and seek human intervention if needed. Transparency is maintained as we disclose the main factors affecting your application, ensuring compliance with MiFID II and Basel III principles regarding risk assessment and decision-making.","[""age"", ""credit_amount"", ""credit_history"", ""debt"", ""duration"", ""income"", ""ord__checking_status"", ""purpose_a""]","[[""ord__checking_status"", 0.12811586458215327], [""num__credit_amount"", 0.026239075603982802], [""cat__purpose_A40"", -0.022616445990154103], [""num__age"", 0.02238658817577456], [""num__duration"", 0.021204202544045005]]",True,[],0
195,rag,approve,0.7469089812148636,"Your credit application has been approved with a probability score of 0.747. Key factors influencing this decision include a long employment tenure and ownership of real estate, which positively contributed to your approval likelihood. However, your very high debt-to-income ratio and existing installment plans slightly decreased your score. 

In line with GDPR Article 22, this decision was made transparently, considering your individual data. We ensure compliance with MiFID II by clearly disclosing the factors affecting your application and maintaining fairness in our assessment. Additionally, Basel III principles were followed to evaluate your risk profile, ensuring that we account for potential repayment capacity.","[""credit_amount"", ""credit_history"", ""debt"", ""income"", ""ord__checking_status"", ""ord__savings_status"", ""other_installment_plans_a""]","[[""cat__other_installment_plans_A141"", -0.04345211080897699], [""cat__other_installment_plans_A143"", -0.042276426533278164], [""ord__savings_status"", 0.031019543886376278], [""ord__checking_status"", -0.02450916997227941], [""num__credit_amount"", 0.023338807609319216]]",True,[],0
29,rag,reject,0.28614779880402336,"Your credit application has been rejected based on an automated decision-making process. The key factors influencing this decision include a very high credit amount requested, a low checking account balance, and a very high debt-to-income ratio, which indicate a higher risk of default. Additionally, your savings status is very low, and while you have a good credit history, these financial indicators suggest potential challenges in repayment capacity. 

In compliance with GDPR Article 22, you have the right to contest this decision and seek human intervention. The decision-making process has been documented to ensure transparency and fairness, as required by MiFID II and Basel III principles.","[""credit_amount"", ""credit_history"", ""debt"", ""duration"", ""income"", ""ord__checking_status"", ""ord__savings_status"", ""property_a""]","[[""num__credit_amount"", -0.13102617286925003], [""ord__checking_status"", -0.08455055525895261], [""num__duration"", -0.04654037000415301], [""ord__savings_status"", -0.04084631934614444], [""cat__property_A124"", -0.034138264166327995]]",True,[],0
19,rag,approve,0.8088689336401844,"Your loan application has been approved with a probability score of 0.809, indicating a strong likelihood of repayment. Key factors influencing this decision include your purpose for the loan (buying a used car) and your existing credit history, which, despite being critical, still contributed positively. However, factors like your low checking account balance and short employment tenure slightly decreased your approval likelihood. 

In line with GDPR Article 22, this decision was made transparently, ensuring you understand the main factors involved. Additionally, we considered Basel III principles to assess your risk profile, particularly your high debt-to-income ratio, which is a critical factor in evaluating your repayment capacity.","[""credit_amount"", ""credit_history"", ""credit_history_a"", ""debt"", ""income"", ""ord__checking_status"", ""ord__employment"", ""purpose_a""]","[[""ord__checking_status"", -0.05955253737642246], [""cat__purpose_A41"", 0.05577790832801427], [""cat__credit_history_A34"", 0.036939763990831306], [""ord__employment"", -0.02595023136771674], [""num__credit_amount"", 0.022512205849384022]]",True,[],0
143,rag,approve,0.6984375949142267,"Your loan application has been approved with a probability score of 0.698, indicating a favorable assessment. Key factors influencing this decision include a short loan duration and a history of duly paid existing credits, which positively contributed to your approval likelihood. However, your low checking and savings account balances, along with a high debt-to-income ratio, slightly decreased the likelihood of approval. 

In compliance with GDPR Article 22, we ensure transparency by disclosing these factors that impacted your decision. Additionally, we adhere to MiFID II and Basel III principles by considering your financial profile and managing risks appropriately. If you have any questions or wish to discuss this decision further, you have the right to request human intervention.","[""age"", ""credit_history"", ""debt"", ""duration"", ""income"", ""ord__checking_status"", ""ord__savings_status"", ""property_a""]","[[""ord__checking_status"", -0.06655465982480724], [""num__duration"", 0.0645063488840751], [""cat__property_A121"", 0.029476200152220647], [""ord__savings_status"", -0.024672076620793303], [""num__age"", -0.023016058425971476]]",True,[],0
86,rag,reject,0.3049437046031926,"Your credit application has been rejected based on a probability score of 0.305, indicating a higher risk of default. Key factors that contributed to this decision include a very high credit amount requested, a negative checking account status, and low savings, which suggest potential financial instability. Additionally, your current employment status as unemployed and a moderate debt-to-income ratio further increased the perceived risk. 

In line with GDPR Article 22, we ensure transparency by disclosing these factors that influenced the decision. You have the right to contest this decision and request further clarification or human intervention.","[""credit_amount"", ""debt"", ""duration"", ""income"", ""ord__checking_status"", ""ord__savings_status"", ""other_debtors_a""]","[[""num__credit_amount"", -0.12998590226582082], [""ord__checking_status"", -0.08284103726868174], [""ord__savings_status"", -0.04234196577374748], [""num__duration"", -0.03969028991576736], [""cat__other_debtors_A102"", -0.03645810227313485]]",False,"[""violation(missing_required(credit_history))""]",1
